2432.88716583023,-2380.42221060522
1728.6409789535,-1778.29115877094
3590.56480465734,-3231.5177152314
1777.30415777055,-1611.03086965596
2136.16335778742,-1938.22667780025
3433.45467785017,-3091.18570898599
2466.95691760053,-1951.64469296865
2878.83223241788,-2137.63633514295
1779.0434002947,-1465.60525887949
2690.44280932009,-1961.46816041821
3412.25180259487,-2416.42009202672
2468.52657363199,-1570.49465683552
3020.32248723478,-1870.26087951304
3353.68960932677,-1912.02845499038
3836.15831648437,-2080.38491507661
3159.27131467938,-1798.32948324459
2766.33891810073,-1478.487905293
3055.15214078904,-1568.49208605635
2657.14769670181,-1268.47950064149
2785.44843472302,-1244.28714901016
3099.91123271823,-1460.72142596203
3530.75357045832,-1513.74458107878
3875.50235635672,-1330.96610104422
3391.96793985825,-1259.3180270792
3090.83320421404,-1112.16555828479
3233.59253152332,-1156.8837104012
1173.18417970231,-422.685451379907
3713.26629943193,-1038.06482362539
3534.82366626263,-1026.69662931176
3842.37272564248,-1116.05024839309
3252.73623898239,-781.307530341028
4320.23603951538,-948.170738101829
831.042005224068,106.214813988357
4392.46460043722,-763.639292956781
4242.21777831426,-680.720758827394
4527.88369907332,-648.026933961493
3269.31758201039,-703.807559361754
4098.60012155701,-466.452605987952
2964.7385079066,-184.906310488805
3766.79050246209,-214.415053900402
3705.3947554989,-206.519494481483
3246.81493239978,-154.992501320488
2943.96158782685,-108.618226052087
3248.61521877614,-99.4835452508974
4324.11444606089,-33.2016402416922
3840.84280907207,65.4526352206938
2755.23143093184,41.673495327451
1567.96053305706,8.84328792426792
3683.8455203359,255.110620054818
3147.62204201876,206.093612309917
3570.0544195728,235.933205713281
4938.67835045751,438.525815448679
3067.19667396518,345.201938494351
3213.95345756219,414.016955809163
4032.90646328315,553.222939262376
3410.18978643586,608.424141020601
3850.37343628878,688.204668981019
2294.91948155408,340.565957930077
3500.49034328281,734.447429224779
3334.83122928446,862.097767331512
3343.41808489744,923.701880097691
1253.77067769841,368.242123335022
3460.15672430435,1005.98955293572
2619.67901884131,918.643777807179
3893.38778350742,1248.38167530547
3319.38388005668,1386.50145123759
3928.37088268841,1366.07172976802
3454.07699315094,1333.54223643602
2871.11593298388,1191.18464879371
2930.14971525619,1345.52763652243
3940.42611290641,2077.58409115289
3088.13424592617,1537.70458892364
2566.61012169569,1332.04885435357
2879.15077764527,1650.47233148962
3109.07206470877,1621.51894175493
1723.91100167242,1066.20755670348
2527.60344603774,1711.88115159008
2388.50900687566,1406.5785164075
2178.23429848511,1266.21534332804
2241.33503279003,1438.69976613393
2399.41304113287,1730.24801478357
1771.45128873461,1046.67667981704
2592.17728407679,1951.70405271295
2677.87155946601,2349.54542898609
2510.24162213644,2224.13411270481
4204.3612616018,3256.76507687123
3601.9540563549,3516.58800008291
3798.19573618608,3552.6020224394
2681.02167688354,2497.85870190141
3086.63833248157,3317.79586995826
